frame_index,frame_path,t,hand_found,cam_tx,cam_ty,cam_tz,roll,pitch,yaw,grip_raw_px,kp00_x,kp00_y,kp00_conf,kp01_x,kp01_y,kp01_conf,kp02_x,kp02_y,kp02_conf,kp03_x,kp03_y,kp03_conf,kp04_x,kp04_y,kp04_conf,kp05_x,kp05_y,kp05_conf,kp06_x,kp06_y,kp06_conf,kp07_x,kp07_y,kp07_conf,kp08_x,kp08_y,kp08_conf,kp09_x,kp09_y,kp09_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf,kp17_x,kp17_y,kp17_conf,kp18_x,kp18_y,kp18_conf,kp19_x,kp19_y,kp19_conf,kp20_x,kp20_y,kp20_conf,grip_norm_0closed_1open,grasp_pitch_table_deg,grasp_roll_table_deg,grasp_tilt_table_deg,grasp_pitch_camera_deg,grasp_roll_camera_deg,grasp_tilt_camera_deg,kp02_valid,kp02_reason,kp03_valid,kp03_reason,kp04_valid,kp04_reason,kp05_valid,kp05_reason,kp06_valid,kp06_reason,kp07_valid,kp07_reason,kp08_valid,kp08_reason
70,/data2/hrd/Dyn-HaMR/test/images/rgb/000071.jpg,2.3333333333333335,1,0.09723742306232452,0.188365638256073,0.717973530292511,2.9379500120905035,0.060065955729528143,1.1455903656494397,139.1605864106405,655.5231539842098,576.0813301537395,1.0,627.5962958320755,554.4643377926199,1.0,587.0797327425814,523.782509266685,1.0,541.4409300756548,499.17449059320404,1.0,504.853327844442,462.3652508467263,1.0,592.65046767,438.4123851591345,1.0,559.9967346964885,388.75436548117557,1.0,535.53257547325,358.1181377351768,1.0,507.5599911300309,323.2309891280117,1.0,583.9298831789681,428.0805130845134,1.0,533.2329890587368,444.61643223854537,1.0,527.710534851032,483.78732727113186,1.0,564.761788530335,501.50681381946686,1.0,580.716610303353,451.2519296849987,1.0,535.7088929366116,458.4006687202751,1.0,532.0217611101032,498.22870273683895,1.0,564.3549007406834,519.3453367713446,1.0,575.1528032164155,474.41785134776853,1.0,546.6092077642086,468.3751949109204,1.0,542.5233948606792,494.64945054514465,1.0,569.6685466720686,498.3182167128434,1.0,0.7597065898853973,-48.703663100726864,-21.653668940978925,50.327055628759986,-48.834511405810396,-12.56547317978966,49.363033621604444,1,OK,1,OK,1,OK,1,OK,1,OK,1,OK,0,index_chain_height_break
71,/data2/hrd/Dyn-HaMR/test/images/rgb/000072.jpg,2.3666666666666667,1,0.09042639285326004,0.1841532289981842,0.6984832882881165,3.0117619160095312,0.018192328639323782,1.1802490118252096,149.46800312641724,652.0389963105117,578.2379385151798,1.0,621.9264926302136,556.9201804455819,1.0,577.1772274329238,528.0557612167928,1.0,530.5386901088514,504.61233173585424,1.0,499.2787086104422,467.28760837769676,1.0,591.3609960603504,437.67390253947997,1.0,558.8500358932254,385.9259490210725,1.0,533.1604975618579,354.67023111447907,1.0,505.1175075856714,317.9336918400795,1.0,584.332184638603,423.92312639448573,1.0,531.2373114281313,440.2552176481149,1.0,525.6989700452139,480.9137211809963,1.0,560.3719607180847,506.813946904178,1.0,581.3776144444679,445.47686288580314,1.0,535.3618991579949,454.58978708396955,1.0,531.7365112884464,496.07323831419126,1.0,561.288245073689,524.6218219680328,1.0,575.4857608402519,467.92608242989206,1.0,545.9308313241272,464.0662613962104,1.0,542.5977845186032,492.1638245624466,1.0,571.3310782766657,497.20853780650816,1.0,0.8239686754615669,-56.61776532183737,-22.150397301248233,57.52590935757871,-56.65959026312207,-11.80960412613127,56.90569310794632,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
72,/data2/hrd/Dyn-HaMR/test/images/rgb/000073.jpg,2.4,1,0.0800560861825943,0.17927208542823792,0.6718940734863281,3.0724271081055043,0.07808354888108877,1.2312327412248136,170.9688431922006,645.9640807843971,582.5191271829462,1.0,611.5049842593617,555.7144056182588,1.0,559.7227395930968,528.3236471351192,1.0,509.9525800441213,509.61305503415497,1.0,459.3426745067627,475.6798895754546,1.0,586.7498042075022,431.2804256633681,1.0,555.2787850650111,377.6674636684729,1.0,529.5031971963535,346.2391229211926,1.0,501.52112754674135,309.99548040659647,1.0,583.5918265362379,418.8303943147548,1.0,528.7206481636595,434.04129644449495,1.0,520.3695443107345,474.97887712834927,1.0,552.4494454557935,504.72340022163553,1.0,582.3359350075516,442.57554979526685,1.0,534.1222347253133,448.8938251264808,1.0,526.9805918453922,490.4063352969242,1.0,553.0835508549007,521.2906208763161,1.0,576.9574819084955,466.47451793346045,1.0,545.9943167137972,458.12545541136205,1.0,539.3433563011677,484.86495807624306,1.0,566.8036626015491,489.9513323762949,1.0,0.9580166976155626,-50.23921490628448,-14.66724127222279,50.89037050527376,-52.591451584115184,-19.69048346127018,53.58511375130851,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
73,/data2/hrd/Dyn-HaMR/test/images/rgb/000074.jpg,2.433333333333333,1,0.06000367924571037,0.17728175222873688,0.6379891633987427,-3.124017110163725,0.14902598481026766,1.373366585161434,172.16384877951506,624.5182249522477,596.7162307799445,1.0,587.4193138663977,559.5942323513154,1.0,535.9018617131769,522.6701911448035,1.0,488.34445030259667,497.3347378106846,1.0,430.77035373359104,463.05100111168576,1.0,580.7888495439547,428.1247895943088,1.0,550.8136385258549,372.2396305735092,1.0,524.4465536951466,340.55949403924023,1.0,497.1607779699698,304.2029529767169,1.0,583.4368859098904,417.79679904867953,1.0,526.16931389612,432.6604411530716,1.0,509.19619680237724,472.46631443050865,1.0,526.6719202073764,514.7196760365623,1.0,582.3497176174569,444.5419129048387,1.0,531.7597485572915,447.36015162403055,1.0,516.3554598040755,488.05901057983283,1.0,532.9732106351585,525.2613716314372,1.0,575.6866144350934,470.0546172330505,1.0,544.6803435232359,457.55886522625224,1.0,529.125202356412,482.2302175378136,1.0,552.7911002134933,497.13184248126345,1.0,0.965467017461316,-79.37128870958472,-80.03736962204422,82.69216234467623,-53.60680077013161,46.691807711861955,59.85879229900634,0,thumb_chain_height_break,1,OK,1,OK,1,OK,1,OK,1,OK,0,index_chain_height_break
74,/data2/hrd/Dyn-HaMR/test/images/rgb/000075.jpg,2.466666666666667,1,0.059601813554763794,0.1756952404975891,0.6455258727073669,-3.0828715858774363,0.12206960264175548,1.3801177746009463,175.35160967987431,620.0341491277595,589.4757680575567,1.0,581.7870434226134,554.1951924825298,1.0,529.9887571034174,519.2971176994579,1.0,482.67439158244997,495.03125103410275,1.0,426.99910927552264,459.24110927885886,1.0,576.7668115872075,423.87435546348934,1.0,547.9662198224796,367.38852468721166,1.0,522.1230390426354,335.34479285926136,1.0,496.230678123135,298.13500482523705,1.0,581.2785368380664,412.2296142796213,1.0,524.8013790179102,427.5519934927488,1.0,509.2135472899142,467.6094515126006,1.0,532.0404223982755,506.8372130104108,1.0,581.5693097573567,437.52045763777824,1.0,531.1121735452066,439.7189332239632,1.0,515.5965766477344,480.08650178408425,1.0,536.3406887769866,514.3747395241844,1.0,575.8258045400235,461.9126148620617,1.0,545.2289928178398,449.313942875071,1.0,530.2497884967429,474.0594553879091,1.0,556.0230343067433,486.6154389143412,1.0,0.9853412662109279,-5.613718206826463,-20.292996561749995,20.93751770814284,-7.058039486061235,-14.56314593128578,16.05522898725266,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
75,/data2/hrd/Dyn-HaMR/test/images/rgb/000076.jpg,2.5,1,0.05821764096617699,0.17424769699573517,0.6470086574554443,-3.1286787503550175,0.1583631767299593,1.3829960926434093,176.68597011312937,616.6320652445205,585.8884336587507,1.0,580.3938000126789,548.2323462857008,1.0,528.4924757801546,514.0046038221881,1.0,481.0415529160646,490.3105845240631,1.0,423.48208538038006,457.45717636592724,1.0,575.1460546143784,419.2897788672981,1.0,545.9101189417304,363.73438613808213,1.0,519.7027450643175,332.39467674556874,1.0,494.34956591830513,295.6062195042996,1.0,578.0015470220187,409.88931441455406,1.0,521.8610605338574,425.10022191272947,1.0,507.7284683790907,464.9581719377044,1.0,535.9297990937382,499.4259646173814,1.0,576.8736459843731,436.70956839590383,1.0,526.9383939513622,437.45285760632703,1.0,512.6021566729472,477.23636727061967,1.0,539.2941123687278,506.06201713745395,1.0,570.2532609545106,462.1286469443936,1.0,540.6631582367527,447.8752730129836,1.0,527.6866930000374,472.0339296691345,1.0,556.4313529545686,479.90599945980046,1.0,0.9936604005503828,-10.632888377735622,-5.158578333114013,11.767412511572163,-14.058338736089663,-29.73284071611503,31.948994228659995,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
76,/data2/hrd/Dyn-HaMR/test/images/rgb/000077.jpg,2.533333333333333,1,0.05682753026485443,0.17278222739696503,0.6495825052261353,3.1346717799737367,0.21783332348220047,1.3876492189266079,176.93308419516262,612.887819920977,581.7568459014097,1.0,577.147733355562,540.5567552447319,1.0,525.1517699584365,507.46354796489084,1.0,477.34059657653177,485.1821788748106,1.0,420.25645678738755,454.4979154715935,1.0,572.2679391652346,414.2448942040404,1.0,544.451547327141,359.9459473743724,1.0,519.3162510835876,329.5207440455755,1.0,495.4308041036129,294.328836719195,1.0,574.8704370955627,407.98217818140984,1.0,519.3366002974411,422.40009958545363,1.0,502.90011369685334,460.42495135466254,1.0,526.9885099368792,496.5984228849411,1.0,573.4443343927463,436.8751653929552,1.0,523.8991323113441,435.54469576478004,1.0,506.6784431921939,473.0201977392038,1.0,529.1913645043969,503.09943678975105,1.0,566.6242442826431,463.6325667500496,1.0,537.4264719548326,447.0235778093338,1.0,521.7648749711614,468.60184859732783,1.0,547.9465374847254,477.94472578167915,1.0,0.9952010451875974,-10.118684336565822,-5.751169694905894,11.580811508412019,-13.401194453290719,-29.14147602122465,31.229067036896144,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
77,/data2/hrd/Dyn-HaMR/test/images/rgb/000078.jpg,2.566666666666667,1,0.05390668660402298,0.17066405713558197,0.6466304659843445,3.112551244276706,0.24683624729261486,1.3964720323913071,172.7752551279818,608.9050176901237,579.3139815914474,1.0,574.1118013807736,535.599143718704,1.0,522.1340238207181,502.06422164686956,1.0,474.3288343733411,479.26963053216605,1.0,420.302254623668,448.3567755316999,1.0,570.020605663587,409.8525482576397,1.0,541.9641141897491,356.1240364158433,1.0,516.8502891602159,326.2077109908096,1.0,493.2241835240591,291.72446382691305,1.0,571.9735047324939,405.239600818496,1.0,516.1445373837792,419.2277455208023,1.0,498.74688300393996,456.6556006568753,1.0,523.6677779739862,491.540741532237,1.0,569.6889105057598,435.45550103113055,1.0,520.1472644034059,433.3663044886798,1.0,502.41633231161995,470.2558251913106,1.0,526.5190050210799,497.47531948044707,1.0,562.158920185806,463.1341679409634,1.0,533.0466928750589,446.3430504495009,1.0,517.3614686361989,467.32631969680915,1.0,546.7210774644464,474.9762567048565,1.0,0.9692788597657845,-7.070170695844649,-6.773283827747842,9.744034347089759,-9.854632064355014,-28.168524851472817,29.377753632507932,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,1,OK
78,/data2/hrd/Dyn-HaMR/test/images/rgb/000079.jpg,2.6,1,0.05386858433485031,0.1688780039548874,0.651438295841217,3.094440266461245,0.26736234180643104,1.389374822947015,174.61659308690767,605.9003986829964,573.4005259210498,1.0,571.7803430576641,529.0085116954215,1.0,520.1037730458579,496.57302473300535,1.0,472.52961074821576,474.3771758182569,1.0,413.70831312527423,446.38436513330635,1.0,566.7813460869214,406.0116341360675,1.0,540.0050441358853,353.0897320681896,1.0,514.9020039849324,324.2660508487685,1.0,492.4823753086102,290.54598183697397,1.0,568.2131692663534,402.61173760373276,1.0,513.148902888253,416.54779038416507,1.0,498.15211230292306,453.7839764811282,1.0,523.321422827255,487.73715378173677,1.0,565.7284966910036,433.3152652653074,1.0,516.8018157322821,431.5271662856927,1.0,501.67605675325257,468.37284389670333,1.0,526.1183525910222,496.3179131567134,1.0,558.242433539396,461.26151069354455,1.0,528.5893547900475,446.48234476135383,1.0,514.0908941298992,468.269162260116,1.0,541.4919580721335,479.10973285557213,1.0,0.9807587698881751,-7.66735579946895,-6.5277948814011095,10.019877497729958,-10.569876683923182,-28.427898726326656,29.794869463008414,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
79,/data2/hrd/Dyn-HaMR/test/images/rgb/000080.jpg,2.6333333333333333,1,0.052926722913980484,0.16621798276901245,0.6519762277603149,3.1163754769111365,0.24353399615925167,1.3890927146065808,177.70281998272876,602.2903368426996,568.0009307125729,1.0,567.5597911839117,525.1103594573457,1.0,516.075180626954,493.47708504626644,1.0,469.11476362795173,470.5685017639529,1.0,408.27624008957844,443.3390063405823,1.0,562.9422741401917,402.62125729874845,1.0,537.3673075561019,349.3784665550571,1.0,512.5941675723674,320.6137856187621,1.0,491.465529616579,286.3108740272704,1.0,565.1886929807346,398.1379215048995,1.0,510.074449252253,411.44912832235184,1.0,494.4223057911189,448.4181459163616,1.0,507.59370332454864,489.65606975512253,1.0,563.3778305419886,427.9421791511195,1.0,514.5919788527208,426.1156545694661,1.0,499.158614853414,463.38035039520037,1.0,514.9761058949605,497.98883523877885,1.0,556.5032449621674,455.17068472144217,1.0,526.0284548940733,442.60134819260077,1.0,510.0352956500428,465.0604960697432,1.0,531.1583753352588,482.8487310004517,1.0,1.0,-6.873438052863981,-6.452985221353398,9.385971023485201,-9.708045009652723,-28.534944474376545,29.68416025720961,1,OK,1,OK,0,thumb_chain_height_break,1,OK,1,OK,1,OK,0,index_chain_height_break
